title,rev_id,prediction
"Orleans, Indiana",1166210658,C
"Veedersburg, Indiana",1166332088,C
"Walkerton, Indiana",1166332403,GA
"Cloverdale, Indiana",1161499431,C
"Burns Harbor, Indiana",1149543996,C
"Fremont, Indiana",1175838293,C
"Liberty, Indiana",1166205902,C
"Churubusco, Indiana",1176108557,C
"Battle Ground, Indiana",1168159472,C
"Bristol, Indiana",1173166580,GA
"Argos, Indiana",1174281923,C
"Southport, Indiana",1177663573,GA
"Cambridge City, Indiana",1166017037,C
"Bourbon, Indiana",1166016042,C
"Montpelier, Indiana",1165894116,GA
"Woodburn, Indiana",1165908322,C
"Daleville, Indiana",1166066329,GA
"Brookston, Indiana",1172175978,C
"Jonesboro, Indiana",1171235234,C
"Dale, Indiana",1166066324,C
"Arcadia, Indiana",1170903710,GA
"Crothersville, Indiana",1179746290,GA
"Cannelton, Indiana",1165538194,C
"Clermont, Indiana",1166018170,GA
"Converse, Indiana",1166018716,GA
"Culver, Indiana",1168415946,C
"Akron, Indiana",1169441528,C
"Andrews, Indiana",1172554744,C
"Ashley, Indiana",1166014650,C
"Cayuga, Indiana",1166017478,C
"Brook, Indiana",1166016404,C
"Carthage, Indiana",1170905527,C
"Clay City, Indiana",1166018071,C
"Bunker Hill, Indiana",1170904783,C
"Boswell, Indiana",1166016030,C
"Borden, Indiana",1176321698,C
"Darlington, Indiana",1178610635,GA
"Colfax, Indiana",1166018418,C
"Bainbridge, Indiana",1166014951,GA
"Carlisle, Indiana",1170905245,C
"Clarks Hill, Indiana",1166018027,C
"Beverly Shores, Indiana",1166015635,GA
"Camden, Indiana",1166017052,C
"Coatesville, Indiana",1166786805,C
"Dana, Indiana",1166066340,C
"Cynthiana, Indiana",1166066290,C
"Campbellsburg, Indiana",1166017112,C
"Chalmers, Indiana",1166017607,C
"Burlington, Indiana",1170905008,C
"Advance, Indiana",1171168767,C
"Cromwell, Indiana",1123741124,C
"Chrisney, Indiana",1176720950,C
"Bruceville, Indiana",1166016572,C
"Birdseye, Indiana",1175856814,C
"Amo, Indiana",1170903423,GA
"Claypool, Indiana",1166018082,C
"Burnettsville, Indiana",1166016847,GA
"Clear Lake, Indiana",1166018134,C
"Amboy, Indiana",1165909856,GA
"Bloomingdale, Indiana",1172774866,GA
"Carbon, Indiana",1166017242,C
"Bryant, Indiana",1145392320,C
"Corunna, Indiana",1166018903,C
"Ambia, Indiana",1165909852,GA
"Altona, Indiana",1165909821,C
"Center Point, Indiana",1166017533,C
"Clifford, Indiana",1166018204,C
"Cannelburg, Indiana",1166017170,C
"Crane, Indiana",1166066049,C
"Cadiz, Indiana",1166016972,C
"Boston, Indiana",1166016019,C
"Cedar Grove, Indiana",1166017497,C
"Crandall, Indiana",1166066040,C
"Burket, Indiana",1166016791,C
"Blountsville, Indiana",1166015883,C
"Country Club Heights, Indiana",1170226851,C
"Bethany, Indiana",1166015554,C
"Brooksburg, Indiana",1166016485,C
"Crows Nest, Indiana",1166066176,C
"Alamo, Indiana",1165909519,GA
"Alfordsville, Indiana",1165909689,C
"Alton, Indiana",1176781540,C
"Cincinnati, Indiana",1180376690,Start
"Dayton, Indiana",1166066489,C
"Decker, Indiana",1110075675,C
"Denver, Indiana",1166066738,GA
"Dillsboro, Indiana",1166066924,C
"Dublin, Indiana",1115061218,C
"Dugger, Indiana",1166067104,C
"Dune Acres, Indiana",1166067129,C
"Dunreith, Indiana",1166067141,C
"Dupont, Indiana",1166067152,C
"Earl Park, Indiana",1166067208,C
"East Germantown, Indiana",1166067232,GA
"Eaton, Indiana",1166067414,GA
"Economy, Indiana",1166067444,C
"Edgewood, Indiana",1170224605,GA
"Edwardsport, Indiana",1166067505,C
"Elberfeld, Indiana",1166067541,C
"Elizabeth, Indiana",1166697327,C
"Elizabethtown, Bartholomew County, Indiana",714777168,Stub
"Elnora, Indiana",1166067662,C
"English, Indiana",1172408547,C
"Etna Green, Indiana",1166067853,C
"Fairland, Indiana",1171043362,C
"Fairview Park, Indiana",1166068018,C
"Farmersburg, Indiana",1172454876,C
"Farmland, Indiana",1166068126,C
"Fillmore, Indiana",1170700574,C
"Flora, Indiana",1147269817,C
"Fountain City, Indiana",1170862396,GA
"Fowlerton, Indiana",1166068559,C
"Francesville, Indiana",1166068578,C
"Francisco, Indiana",1166068585,C
"Frankton, Indiana",1170231756,GA
"French Lick, Indiana",1174666919,C
"Fulton, Indiana",1166068887,C
"Galveston, Indiana",1166068952,C
"Gaston, Indiana",1166069080,GA
"Geneva, Indiana",1166069137,GA
"Gentryville, Indiana",1166069152,C
"Glenwood, Indiana",1166069502,C
"Goodland, Indiana",1166069554,Start
"Gosport, Indiana",1173829321,GA
"Grabill, Indiana",1147357632,C
"Grandview, Indiana",1149233453,C
"Greensboro, Indiana",1166180003,C
"Greens Fork, Indiana",1147359025,C
"Greenville, Indiana",1166180030,C
"Griffin, Indiana",1166180106,C
"Hagerstown, Indiana",1177229531,C
"Hamilton, Indiana",1166180324,C
"Hamlet, Indiana",1180385030,GA
"Hardinsburg, Indiana",1166180473,C
"Harmony, Indiana",1166180491,C
"Hartsville, Indiana",1166180649,C
"Haubstadt, Indiana",1166180707,C
"Hazleton, Indiana",1166180794,C
"Hillsboro, Indiana",1180622806,C
"Holland, Indiana",1166181209,C
"Holton, Indiana",1166181297,C
"Homecroft, Indiana",1149805219,GA
"Hope, Indiana",1176224905,C
"Hudson, Indiana",1166181490,C
"Hymera, Indiana",1176704812,GA
"Indian Village, Indiana",1166181673,C
"Jamestown, Indiana",1166181846,C
"Jonesville, Indiana",1166182092,C
"Kempton, Indiana",1166182194,C
"Kennard, Indiana",1166182238,C
"Kentland, Indiana",1166182291,C
"Kewanna, Indiana",1166182330,C
"Kingman, Indiana",1166182429,C
"Kingsbury, Indiana",1166182437,C
"Kingsford Heights, Indiana",1166182440,C
"Kirklin, Indiana",1166182508,C
"Knightsville, Indiana",1166182573,C
"Kouts, Indiana",1172286121,C
"Laconia, Indiana",1166182748,C
"La Crosse, Indiana",1166182653,C
"Ladoga, Indiana",1166182749,GA
"La Fontaine, Indiana",1166182665,GA
"Lagro, Indiana",1166182768,GA
"Lakeville, Indiana",1166205399,GA
"Lanesville, Indiana",1166205526,C
"La Paz, Indiana",1167724987,GA
"Lapel, Indiana",1166205571,C
"Larwill, Indiana",1166205583,C
"Laurel, Indiana",1166205628,C
"Leavenworth, Indiana",1166205656,C
"Leesburg, Indiana",1166205730,GA
"Lewisville, Indiana",1166205866,GA
"Linden, Indiana",1166206031,GA
"Little York, Indiana",1166206157,C
"Livonia, Indiana",1166206201,C
"Lizton, Indiana",1166206205,C
"Long Beach, Indiana",1166206274,C
"Losantville, Indiana",1166206307,C
"Lynn, Indiana",1180493610,C
"Lynnville, Indiana",1177322560,C
"Lyons, Indiana",1166206593,C
"Mackey, Indiana",1166422566,C
"Macy, Indiana",1166206624,GA
"Marengo, Indiana",1172686240,C
"Markle, Indiana",1111390085,C
"Markleville, Indiana",1166207011,C
"Marshall, Indiana",1166207103,GA
"Matthews, Indiana",1166207197,C
"Mauckport, Indiana",1166207205,C
"Mecca, Indiana",1166207399,GA
"Medaryville, Indiana",1166207414,C
"Medora, Indiana",1166207440,C
"Mellott, Indiana",1166207476,C
"Mentone, Indiana",1174232601,C
"Meridian Hills, Indiana",1166207526,C
"Merom, Indiana",1132472859,C
"Michiana Shores, Indiana",1166207638,GA
"Michigantown, Indiana",1166207651,C
"Milan, Indiana",1172291749,C
"Milford, Kosciusko County, Indiana",1166207802,C
"Millersburg, Indiana",1166207894,C
"Millhousen, Indiana",1174820800,C
"Milltown, Indiana",1166207965,C
"Milton, Indiana",1166208000,C
"Modoc, Indiana",1166208118,C
"Monon, Indiana",1166208170,C
"Monroe, Adams County, Indiana",1166208187,C
"Monroe City, Indiana",1166208181,C
"Monroeville, Indiana",1166208210,C
"Monrovia, Indiana",1166208211,GA
"Monterey, Indiana",1148616402,C
"Montezuma, Indiana",1166208314,C
"Montgomery, Indiana",1166208322,C
"Mooreland, Indiana",1166208507,C
"Moores Hill, Indiana",1166208516,C
"Morgantown, Indiana",1172622695,GA
"Morocco, Indiana",1166208567,C
"Morristown, Indiana",1166208602,C
"Mount Auburn, Indiana",1166208680,C
"Mount Ayr, Indiana",1166208682,C
"Mount Carmel, Indiana",1166208685,C
"Mount Etna, Indiana",1166208715,C
"Mount Summit, Indiana",1166208763,C
"Mulberry, Indiana",1166208835,C
"Napoleon, Indiana",1166208906,C
"Nashville, Indiana",1175897203,GA
"New Amsterdam, Indiana",1166209008,C
"Newberry, Indiana",1166209402,C
"New Carlisle, Indiana",1177395754,C
"New Chicago, Indiana",1166209053,C
"New Harmony, Indiana",1176974785,B
"New Market, Indiana",1166209241,GA
"New Middletown, Indiana",1166209271,C
"New Palestine, Indiana",1166209285,C
"New Pekin, Indiana",1166209288,GA
"New Point, Indiana",1166209293,C
"Newport, Indiana",1177275997,C
"New Richmond, Indiana",1166209303,C
"New Ross, Indiana",1166209310,GA
"Newtown, Indiana",1166209595,C
"North Crows Nest, Indiana",1166209707,Start
"North Judson, Indiana",1166209741,C
"North Liberty, Indiana",1166209753,C
"North Salem, Indiana",1166209773,C
"North Webster, Indiana",1166209798,C
"Oaktown, Indiana",1166210063,C
"Odon, Indiana",1166210223,C
"Ogden Dunes, Indiana",1179502435,GA
"Oldenburg, Indiana",1166210343,C
"Onward, Indiana",1166210460,C
"Oolitic, Indiana",1166210476,C
"Orestes, Indiana",1170236733,GA
"Orland, Indiana",1166210639,GA
"Osgood, Indiana",1166210727,C
"Otterbein, Indiana",1166210784,C
"Owensville, Indiana",1166210802,C
"Oxford, Indiana",1166210813,GA
"Palmyra, Indiana",1166210881,C
"Paragon, Indiana",1166210935,C
"Parker City, Indiana",1166210951,C
"Patoka, Indiana",1166211012,C
"Patriot, Indiana",1145531033,C
"Pennville, Indiana",1166211151,B
"Perrysville, Indiana",1166211195,C
"Pierceton, Indiana",1166211299,C
"Pine Village, Indiana",1166211404,GA
"Plainville, Indiana",1166229047,C
"Poneto, Indiana",1112678720,C
"Poseyville, Indiana",1166229297,C
"Pottawattamie Park, Indiana",1166229310,Start
"Princes Lakes, Indiana",1019560872,Stub
"Redkey, Indiana",1166229692,C
"Remington, Indiana",1166229737,C
"Reynolds, Indiana",1166229785,C
"Richland City, Indiana",1149233830,C
"Ridgeville, Indiana",1166229910,C
"Riley, Indiana",1166229943,C
"River Forest, Indiana",1170225630,C
"Roachdale, Indiana",1166230053,C
"Roann, Indiana",1166230058,C
"Roanoke, Indiana",1166230062,GA
"Rocky Ripple, Indiana",1178808344,GA
"Rome City, Indiana",1166230226,C
"Rosedale, Indiana",1166230277,GA
"Roseland, Indiana",1174672172,C
"Rossville, Indiana",1170391459,C
"Royal Center, Indiana",1166230359,C
"Russellville, Indiana",1162000663,C
"Russiaville, Indiana",1175368610,C
"St. Joe, Indiana",114305121,Stub
"St. Leon, Indiana",1166330219,C
"St. Paul, Indiana",1166330251,C
"Salamonia, Indiana",1166230561,C
"Saltillo, Indiana",1166230612,C
"Sandborn, Indiana",1113912812,C
"Saratoga, Indiana",1168112950,C
"Schneider, Indiana",1166230801,C
"Seelyville, Indiana",1166230940,C
"Selma, Indiana",1166230955,GA
"Shadeland, Indiana",1166231051,C
"Shamrock Lakes, Indiana",1166231076,C
"Sharpsville, Indiana",1166231134,GA
"Shelburn, Indiana",1166231153,C
"Shipshewana, Indiana",1167721984,C
"Shirley, Indiana",1166231243,C
"Shoals, Indiana",1150406533,GA
"Sidney, Indiana",1170042369,C
"Silver Lake, Indiana",1166231358,C
"Somerville, Indiana",1148561079,C
"South Whitley, Indiana",1166329818,C
"Spiceland, Indiana",1166329931,C
"Spring Grove, Indiana",1166329971,C
"Spring Hill, Indiana",1166329977,C
"Spring Lake, Indiana",1166329986,C
"Springport, Indiana",1166330076,C
"Spurgeon, Indiana",1148574594,C
"State Line City, Indiana",1077515837,GA
"Staunton, Indiana",1179094223,C
"Stilesville, Indiana",1166330487,C
"Stinesville, Indiana",1166330491,GA
"Straughn, Indiana",1166330668,C
"Sulphur Springs, Indiana",1166330777,C
"Summitville, Indiana",1170255980,GA
"Sunman, Indiana",1166330879,C
"Swayzee, Indiana",1171230592,C
"Sweetser, Indiana",1170273104,GA
"Switz City, Indiana",1166330993,C
"Tennyson, Indiana",1170914115,C
"Thorntown, Indiana",1166331313,C
"Topeka, Indiana",1166331479,C
"Town of Pines, Indiana",1166331506,C
"Trafalgar, Indiana",1166331542,C
"Trail Creek, Indiana",1166331547,C
"Troy, Indiana",1170829763,C
"Ulen, Indiana",1166331835,C
"Uniondale, Indiana",1177388226,C
"Universal, Indiana",1166331938,C
"Utica, Indiana",1166331970,C
"Van Buren, Indiana",1166332010,C
"Vera Cruz, Indiana",1166332110,C
"Vernon, Indiana",1178763898,C
"Vevay, Indiana",1166332165,C
"Wakarusa, Indiana",1168601015,GA
"Wallace, Indiana",1166332416,C
"Walton, Indiana",1166332507,C
"Wanatah, Indiana",1166332517,C
"Warren, Indiana",1166332593,C
"Warren Park, Indiana",1166332585,C
"Waveland, Indiana",1166332864,GA
"Waynetown, Indiana",1166332907,GA
"West Baden Springs, Indiana",1171483265,GA
"West College Corner, Indiana",1152554566,C
"West Harrison, Indiana",1166333097,C
"West Lebanon, Indiana",1166333120,GA
"Westport, Indiana",1166333363,C
"Wheatfield, Indiana",1175786046,GA
"Wheatland, Indiana",1168760166,C
"Whitewater, Indiana",1166333601,C
"Wilkinson, Indiana",1166333665,C
"Williams Creek, Indiana",1166333686,GA
"Williamsport, Indiana",1174315838,GA
"Windfall City, Indiana",114406864,Stub
"Wingate, Indiana",1166334080,GA
"Winslow, Indiana",1166334110,C
"Wolcott, Indiana",1166334189,C
"Wolcottville, Indiana",1166334196,C
"Woodlawn Heights, Indiana",1166334278,Start
"Worthington, Indiana",1166334436,C
"Wynnedale, Indiana",1166334474,C
"Yeoman, Indiana",1166231594,C
"Zanesville, Indiana",1171168835,C
"Millville, Iowa",1165893545,Start
County (United States),1178988667,GA
"Ackley, Iowa",1171169203,GA
"Hardin County, Iowa",1160186037,C
"Franklin County, Iowa",1160186824,C
"Ackworth, Iowa",1165502603,C
"Warren County, Iowa",1155074486,C
"Adair, Iowa",1171125453,GA
"Adair County, Iowa",1180459240,C
"Guthrie County, Iowa",1160186638,C
"Adel, Iowa",1158081903,C
"Dallas County, Iowa",1155055810,C
"Afton, Iowa",1165506142,C
"Union County, Iowa",1160186241,C
"Agency, Iowa",1165506156,C
"Wapello County, Iowa",1160186235,C
"Ainsworth, Iowa",1165506190,C
"Washington County, Iowa",1155074549,C
"Akron, Iowa",1165506224,C
"Plymouth County, Iowa",1160186304,C
"Albert City, Iowa",1165506305,C
"Buena Vista County, Iowa",1173438716,C
"Albia, Iowa",1169918549,GA
"Monroe County, Iowa",1160186322,C
"Albion, Iowa",1165506347,C
"Marshall County, Iowa",1168287719,C
"Alburnett, Iowa",1166697232,C
"Linn County, Iowa",1164729961,C
"Alden, Iowa",1178489148,C
"Alexander, Iowa",1165506400,C
"Algona, Iowa",1174339357,C
"Kossuth County, Iowa",1171931539,C
"Alleman, Iowa",1169383096,C
"Polk County, Iowa",1175273601,C
"Allerton, Iowa",1165506486,GA
"Wayne County, Iowa",1180512484,C
"Allison, Iowa",1165506499,C
"Butler County, Iowa",1160186201,C
"Alta, Iowa",1176232758,C
"Alta Vista, Iowa",1165506616,C
"Chickasaw County, Iowa",1160186932,C
"Alton, Iowa",1171327641,C
"Sioux County, Iowa",1160186270,C
"Altoona, Iowa",1180362160,C
"Alvord, Iowa",1165506812,C
"Lyon County, Iowa",1163018084,C
"Ames, Iowa",1179870443,B
"Story County, Iowa",1166326655,C
"Anamosa, Iowa",1174801308,C
"Jones County, Iowa",1155059648,C
"Andover, Iowa",1165507188,C
"Clinton County, Iowa",1161289110,C
"Andrew, Iowa",1174655680,C
"Jackson County, Iowa",1175822520,C
"Anita, Iowa",1165507242,C
"Cass County, Iowa",1167993634,C
"Ankeny, Iowa",1179869504,GA
"Anthon, Iowa",1173352622,C
"Woodbury County, Iowa",1176979687,C
"Aplington, Iowa",1165507336,C
"Arcadia, Iowa",1165507383,C
"Carroll County, Iowa",1160186959,C
"Archer, Iowa",1165507412,C
"O'Brien County, Iowa",1155060751,C
"Aredale, Iowa",1174245720,C
"Arion, Iowa",1165507477,C
"Crawford County, Iowa",1160186886,C
"Arispe, Iowa",1165507480,C
"Arlington, Iowa",1165507501,C
"Fayette County, Iowa",1160186832,C
"Armstrong, Iowa",1174502233,C
"Emmet County, Iowa",1160186091,C
"Arnolds Park, Iowa",1174555154,C
"Dickinson County, Iowa",1155055953,C
"Arthur, Iowa",1165507597,C
"Ida County, Iowa",1160775350,C
"Asbury, Iowa",1165507623,C
"Dubuque County, Iowa",1157959917,C
"Ashton, Iowa",1165507694,C
"Osceola County, Iowa",1160186313,C
"Aspinwall, Iowa",1175093649,C
"Atalissa, Iowa",1165507745,C
"Muscatine County, Iowa",1173126738,C
"Atkins, Iowa",1171116420,C
"Benton County, Iowa",1155054336,C
"Atlantic, Iowa",1165524831,C
"Auburn, Iowa",1175562992,GA
"Sac County, Iowa",1160186282,C
"Audubon, Iowa",1165507979,GA
"Audubon County, Iowa",1165720083,C
"Aurelia, Iowa",1165508046,C
"Cherokee County, Iowa",1160186174,C
"Aurora, Iowa",1165508063,C
"Buchanan County, Iowa",1160187274,C
"Avoca, Iowa",1170976190,C
"Pottawattamie County, Iowa",1155072025,C
"Ayrshire, Iowa",1176154351,C
"Palo Alto County, Iowa",1160185856,C
"Badger, Iowa",1165508223,C
"Webster County, Iowa",1166311249,C
"Bagley, Iowa",1167478498,C
"Baldwin, Iowa",1165508282,C
"Balltown, Iowa",1165508298,C
"Bancroft, Iowa",1165508319,C
"Bankston, Iowa",1165508337,C
"Barnes City, Iowa",1165508403,C
"Mahaska County, Iowa",1160186336,C
"Poweshiek County, Iowa",1165721278,C
"Barnum, Iowa",1165508437,C
"Bassett, Iowa",1165508528,Start
"Batavia, Iowa",1176416089,C
"Jefferson County, Iowa",1173240443,C
"Battle Creek, Iowa",1165508588,C
"Baxter, Iowa",1177953633,C
"Jasper County, Iowa",1160186367,C
"Bayard, Iowa",1165508690,C
"Beacon, Iowa",1165508757,GA
"Beaconsfield, Iowa",1178044358,C
"Ringgold County, Iowa",1160186291,C
"Beaman, Iowa",1165508796,GA
"Grundy County, Iowa",1155056155,C
"Beaver, Iowa",1165508920,C
"Boone County, Iowa",1160187288,C
"Bedford, Iowa",1173478555,C
"Taylor County, Iowa",1160186245,C
"Belle Plaine, Iowa",1170707910,C
"Bellevue, Iowa",1165509146,C
"Belmond, Iowa",1165509220,C
"Wright County, Iowa",1160186206,C
"Bennett, Iowa",1165535648,C
"Cedar County, Iowa",1170399556,C
"Benton, Iowa",1178751962,C
"Berkley, Iowa",1165535971,C
"Bernard, Iowa",1165536014,GA
"Bertram, Iowa",1165536035,C
"Bettendorf, Iowa",1178794148,C
"Scott County, Iowa",1179080529,C
"Bevington, Iowa",1165536088,C
"Madison County, Iowa",1161456248,C
"Birmingham, Iowa",1165536180,GA
"Van Buren County, Iowa",1155074387,C
"Blairsburg, Iowa",1165536302,C
"Hamilton County, Iowa",1160186054,C
"Blairstown, Iowa",1165536303,C
"Blakesburg, Iowa",1179105645,C
"Blanchard, Iowa",1165536322,GA
"Page County, Iowa",1175428088,C
"Blencoe, Iowa",1165536360,C
"Monona County, Iowa",1160185893,C
"Blockton, Iowa",1165536383,C
"Bloomfield, Iowa",1180429934,C
"Davis County, Iowa",1176291779,C
"Blue Grass, Iowa",1180480455,C
"Bode, Iowa",1165536554,C
"Humboldt County, Iowa",1160186571,C
"Bonaparte, Iowa",1165536606,C
"Bondurant, Iowa",1172725972,C
"Boone, Iowa",1154142467,GA
"Bouton, Iowa",1171240911,C
"Boxholm, Iowa",1165536768,C
"Boyden, Iowa",1165536779,C
"Braddyville, Iowa",1165536798,C
"Bradgate, Iowa",1165536810,C
"Brandon, Iowa",1165536854,C
"Brayton, Iowa",1165536894,C
"Breda, Iowa",1165536935,GA
"Bridgewater, Iowa",1165537093,C
"Brighton, Iowa",1165537125,GA
"Bristow, Iowa",1165537151,C
"Britt, Iowa",1176888126,C
"Hancock County, Iowa",1160186621,C
"Bronson, Iowa",1165537248,C
"Brooklyn, Iowa",1168738110,C
"Brunsville, Iowa",1165537465,C
"Buck Grove, Iowa",1165537511,C
"Buckeye, Iowa",1165537515,C
"Buffalo, Iowa",1165537583,C
"Buffalo Center, Iowa",1165537566,C
"Winnebago County, Iowa",1172141606,C
"Burlington, Iowa",1172719701,C
"Des Moines County, Iowa",1157467600,C
"Burt, Iowa",1165537774,C
"Bussey, Iowa",1165537806,GA
"Marion County, Iowa",1160185932,C
"Calamus, Iowa",1165537919,C
"Callender, Iowa",1165537997,C
"Calmar, Iowa",1165538006,C
"Winneshiek County, Iowa",1152360491,C
"Calumet, Iowa",1165538016,C
"Camanche, Iowa",1175735451,C
"Cambridge, Iowa",1165538035,C
"Cantril, Iowa",1165538244,GA
"Carbon, Iowa",1180579811,C
"Adams County, Iowa",1155054104,C
"Carlisle, Iowa",1174974743,C
"Carpenter, Iowa",1174052658,C
"Mitchell County, Iowa",1160185907,C
"Carroll, Iowa",1165538434,C
"Carson, Iowa",1165538457,C
"Carter Lake, Iowa",1177181164,C
"Cascade, Iowa",1165538531,C
"Casey, Iowa",1177648840,C
"Castalia, Iowa",1165538565,C
"Castana, Iowa",1165538571,GA
"Cedar Falls, Iowa",1180407991,C
"Black Hawk County, Iowa",1176358860,C
"Cedar Rapids, Iowa",1179868370,GA
"Center Point, Iowa",1165538798,C
"Centerville, Iowa",1158733316,C
"Appanoose County, Iowa",1173873519,C
"Central City, Iowa",1165538866,C
"Centralia, Iowa",1165538899,C
"Chariton, Iowa",1158664399,C
"Lucas County, Iowa",1160186350,C
"Charles City, Iowa",1159328499,C
"Floyd County, Iowa",1160186077,C
"Charlotte, Iowa",1165539031,C
"Charter Oak, Iowa",1165539039,C
"Chatsworth, Iowa",1165539061,C
"Chelsea, Iowa",1165539095,C
"Tama County, Iowa",1161283030,C
"Cherokee, Iowa",1165539123,C
"Chester, Iowa",1165539159,C
"Howard County, Iowa",1166532028,C
"Chillicothe, Iowa",1165539244,GA
"Churdan, Iowa",1165539419,C
"Greene County, Iowa",1160186660,C
"Cincinnati, Iowa",1175821231,C
"Clare, Iowa",1165539479,C
"Clarence, Iowa",1165539490,C
"Clarinda, Iowa",1169587517,C
"Clarion, Iowa",1165539512,C
"Clarksville, Iowa",1165539583,C
"Clayton, Iowa",1165644195,C
"Clayton County, Iowa",1160186906,C
"Clear Lake, Iowa",1136919419,GA
"Cerro Gordo County, Iowa",1161326207,C
"Clearfield, Iowa",1165644317,C
"Cleghorn, Iowa",1165644340,C
"Clemons, Iowa",1165644351,C
"Clermont, Iowa",1165644365,C
"Clinton, Iowa",1178794316,B
"Clio, Iowa",1165644514,C
"Clive, Iowa",1172726454,C
"Clutier, Iowa",1165644544,C
"Coburg, Iowa",1165644599,C
"Montgomery County, Iowa",1165721122,C
"Coggon, Iowa",1165644647,C
"Coin, Iowa",1165644662,C
"Colesburg, Iowa",1165644738,C
"Delaware County, Iowa",1160186843,C
"Colfax, Iowa",1165644744,GA
"College Springs, Iowa",1165644761,C
"Collins, Iowa",1165644770,C
"Colo, Iowa",1177665787,C
"Columbus City, Iowa",1165644888,C
"Louisa County, Iowa",1170399683,C
"Columbus Junction, Iowa",1165644890,C
"Colwell, Iowa",1165644940,C
"Conesville, Iowa",1165645052,C
"Conrad, Iowa",1165645067,C
"Conway, Iowa",1165645095,C
"Coon Rapids, Iowa",1170593276,C
"Coppock, Iowa",1165645152,GA
"Henry County, Iowa",1160186591,C
"Coralville, Iowa",1178794301,C
"Johnson County, Iowa",1180195950,C
"Corning, Iowa",1165645224,C
"Correctionville, Iowa",1176509982,C
"Corwith, Iowa",1165645266,C
"Corydon, Iowa",1165645272,C
"Cotter, Iowa",1165645306,C
"Coulter, Iowa",1165645341,C
"Council Bluffs, Iowa",1179870684,B
"Craig, Iowa",1165645450,C
"Crawfordsville, Iowa",1165645498,C
"Crescent, Iowa",1165645546,C
"Cresco, Iowa",1168352132,B
"Creston, Iowa",1158589424,C
"Cromwell, Iowa",1165645664,Start
"Crystal Lake, Iowa",1165645765,C
"Cumberland, Iowa",1165645825,C
"Cumming, Iowa",1165645838,C
"Curlew, Iowa",1165645851,C
"Cushing, Iowa",1165645871,C
"Cylinder, Iowa",1165645920,C
"Dakota City, Iowa",1165645964,C
"Dallas Center, Iowa",1170846000,C
"Dana, Iowa",1165646024,C
"Danbury, Iowa",1165646049,C
"Danville, Iowa",1165646130,C
"Davenport, Iowa",1179868517,FA
"Davis City, Iowa",1177684124,C
"Decatur County, Iowa",1177684062,C
"Dawson, Iowa",1165646227,C
"Dayton, Iowa",1165646259,C
"De Soto, Iowa",1165646329,C
"DeWitt, Iowa",1172980373,GA
"Decatur City, Iowa",1177684270,C
"Decorah, Iowa",1172513222,C
"Dedham, Iowa",1165646437,C
"Deep River, Iowa",1165646445,C
"Defiance, Iowa",1165646503,C
"Shelby County, Iowa",1152938284,C
"Delaware, Iowa",1165646553,C
"Delhi, Iowa",1165646562,C
"Delmar, Iowa",1167829240,C
"Deloit, Iowa",1165646601,C
"Delphos, Iowa",1179480407,C
"Delta, Iowa",1165646636,C
"Keokuk County, Iowa",1167220301,C
"Denison, Iowa",1179021168,C
"Denver, Iowa",1165646730,C
"Bremer County, Iowa",1174762104,C
"Derby, Iowa",1165646758,C
"Des Moines, Iowa",1180319884,FA
"Dexter, Iowa",1171729079,GA
"Diagonal, Iowa",1174649228,GA
"Dickens, Iowa",1165646859,C
"Clay County, Iowa",1173198536,C
"Dike, Iowa",1165646898,C
"Dixon, Iowa",1155082128,C
"Dolliver, Iowa",1165646979,C
"Donahue, Iowa",1116556803,C
"Donnellson, Iowa",1165647003,C
"Lee County, Iowa",1172573742,C
"Doon, Iowa",1165647018,GA
"Dougherty, Iowa",1165647058,C
"Dow City, Iowa",1165647134,GA
"Dows, Iowa",1167553515,C
"Drakesville, Iowa",1165647188,C
"Dubuque, Iowa",1178793972,C
"Dumont, Iowa",1165647307,C
"Duncombe, Iowa",1165647322,C
"Dundee, Iowa",1165647343,C
"Dunkerton, Iowa",1179584060,C
"Dunlap, Iowa",1166786889,C
"Harrison County, Iowa",1160186605,C
"Durango, Iowa",1165647454,Start
"Durant, Iowa",1155083319,C
"Dyersville, Iowa",1165647497,C
"Dysart, Iowa",1165647499,C
"Eagle Grove, Iowa",1165647512,C
"Earlham, Iowa",1177925508,C
"Earling, Iowa",1176710536,C
"Earlville, Iowa",1165647574,C
"Early, Iowa",1165647575,C
"East Peru, Iowa",1165647680,C
"Eddyville, Iowa",1165647751,C
"Edgewood, Iowa",1151566646,C
"Elberon, Iowa",1165647987,C
"Eldon, Iowa",1170911683,C
"Eldora, Iowa",1165648005,C
"Eldridge, Iowa",1177659732,C
"Elk Horn, Iowa",1165648097,GA
"Elk Run Heights, Iowa",1165648119,C
"Elkader, Iowa",1167116803,C
"Elkhart, Iowa",1165648132,C
"Elkport, Iowa",1165648164,Start
"Elliott, Iowa",1165650532,C
"Ellston, Iowa",1165650555,C
"Ellsworth, Iowa",1165650556,C
"Elma, Iowa",1165650573,C
"Ely, Iowa",1178130997,C
"Emerson, Iowa",1165650660,C
"Mills County, Iowa",1160185919,C
"Emmetsburg, Iowa",1165650685,GA
"Epworth, Iowa",1165650766,C
"Essex, Iowa",1177683507,C
"Estherville, Iowa",1165650846,C
"Evansdale, Iowa",1170594064,C
"Everly, Iowa",1109191399,C
"Exira, Iowa",1165651024,C
